Date,Daily Return
2024-01-02,0.0062344662717821195
2024-01-03,-0.006251609076040646
2024-01-04,0.0028259769666549015
2024-01-05,0.014235421813404052
2024-01-08,0.0202935975604392
2024-01-09,0.009686858844315633
2024-01-10,0.008997589524596384
2024-01-11,0.004058687427578045
2024-01-12,-0.007383335558312142
2024-01-16,-0.017448127528365935
2024-01-17,-0.02154375696743676
2024-01-18,0.02500088180257553
2024-01-19,0.022401250049277358
2024-01-22,0.018052899333695333
2024-01-23,0.016389172269601834
2024-01-24,-0.010606154871748074
2024-01-25,-0.0038233806175469744
2024-01-26,-0.0008454908551118233
2024-01-29,0.002564582107624977
2024-01-30,0.003536295718364951
2024-01-31,-0.03505280158837651
2024-02-01,0.01017551544753956
2024-02-02,0.0070198418738019975
2024-02-05,0.01949618536166965
2024-02-06,0.011185708336105967
2024-02-07,0.0073065954601317495
2024-02-08,0.0038837420154727844
2024-02-09,0.0016052913597108397
2024-02-12,-0.013014889426096372
2024-02-13,-0.04313575138119366
2024-02-14,0.02993514206063268
2024-02-15,0.006042038614866673
2024-02-16,-0.003392056777307387
2024-02-20,-0.020398361992135097
2024-02-21,0.002468310390156823
2024-02-22,0.023852220870778575
2024-02-23,0.017402695339216644
2024-02-26,0.004708030002007162
2024-02-27,0.010249889238435386
2024-02-28,-0.010201690372649957
2024-02-29,0.011147352808796269
2024-03-01,0.006058186787439411
2024-03-04,0.00034661949823628236
2024-03-05,-0.030055407711721313
2024-03-06,0.0015715051926954396
2024-03-07,0.009572127124618284
2024-03-08,-0.019439536724571733
2024-03-11,0.0038538029475897375
2024-03-12,0.03245227738648404
2024-03-13,-0.0012095360649416872
2024-03-14,-0.01354197475710351
2024-03-15,-0.016444299373771114
2024-03-18,0.014444589178912226
2024-03-19,0.01622840493001475
2024-03-20,0.01588067745259339
2024-03-21,0.0059184972300130815
2024-03-22,-0.0022439854140825274
2024-03-25,-0.00042885285925304
2024-03-26,0.0010351443948818711
2024-03-27,0.011858370510872962
2024-03-28,-0.008625319654245346
2024-04-01,-0.005804851002847855
2024-04-02,-0.016052837997637535
2024-04-03,0.0044206038842544565
2024-04-04,-0.031160651171317708
2024-04-05,-0.0037970594046469203
2024-04-08,0.019512148877947385
2024-04-09,0.00548200965262401
2024-04-10,-0.01480171046820435
2024-04-11,0.01757593529186175
2024-04-12,-0.0519234976954124
2024-04-15,-0.03601551857813248
2024-04-16,0.017027224145521498
2024-04-17,-0.0008569888605358495
2024-04-18,-0.004949758679146865
2024-04-19,-0.025303642475780125
2024-04-22,0.043184083215621574
2024-04-23,0.026708111193653107
2024-04-24,0.006594643820949146
2024-04-25,-0.013167672869263724
2024-04-26,0.02237685297085325
2024-04-29,0.010583150930609972
2024-04-30,-0.02526338840787396
2024-05-01,-0.006714257775819745
2024-05-02,0.02276232263498325
2024-05-03,0.02775362689595431
2024-05-06,0.020424075218956242
2024-05-07,-0.0005198384622395677
2024-05-08,0.00573162107952683
2024-05-09,0.003030662258803035
2024-05-10,0.008284766747991144
2024-05-13,-0.0039895865411313115
2024-05-14,0.011707803235989883
2024-05-15,0.028460718037752738
2024-05-16,-0.00088296534665165
2024-05-17,0.0061389718666315
2024-05-20,0.0029191811797318144
2024-05-21,0.009316953390214116
2024-05-22,-0.010630776209800376
2024-05-23,-0.01032610366521403
2024-05-24,0.018855032876156495
2024-05-28,-0.00904207663798878
2024-05-29,-0.02251937909378697
2024-05-30,-0.005710052918523761
2024-05-31,0.01619239355976929
2024-06-03,0.004602484697319636
2024-06-04,-0.001571562490536644
2024-06-05,0.01865830333508009
2024-06-06,0.0018992997719220717
2024-06-07,0.005516203100747788
2024-06-10,0.00294929466499163
2024-06-11,0.004890574856648387
2024-06-12,0.017748299571526814
2024-06-13,0.004206725325898437
2024-06-14,-0.014351138258348358
2024-06-17,0.007119174443388389
2024-06-18,0.0032902674337614017
2024-06-20,-0.022871757724048092
2024-06-21,0.00989083103411155
2024-06-24,-0.00410868348419878
2024-06-25,0.015194160099563585
2024-06-26,0.005727755487464087
2024-06-27,0.0039576008566503396
2024-06-28,-0.006573617133330345
2024-07-01,0.022529297223827863
2024-07-02,0.009394658489185012
2024-07-03,0.002373183220723808
2024-07-05,0.001228913398546445
2024-07-08,0.011049304034428576
2024-07-09,-0.0013621247058024676
2024-07-10,0.006967455860589417
2024-07-11,-0.012979740863048712
2024-07-12,0.012324133764232281
2024-07-15,-0.006215098516213883
2024-07-16,-0.004781869297249823
2024-07-17,-0.03120041519098551
2024-07-18,-0.016130579933065714
2024-07-19,-0.02682342226729636
2024-07-22,0.03518483732640727
2024-07-23,0.002491443315036936
2024-07-24,-0.0852934702975498
2024-07-25,-0.00883643542469411
2024-07-26,0.03407307740348639
2024-07-29,0.008804825853974588
2024-07-30,-0.02411644598115121
2024-07-31,0.027707964746079436
2024-08-01,-0.05969998647399678
2024-08-02,-0.08717699652643182
2024-08-05,-0.09055099211386268
2024-08-06,0.1017803240388273
2024-08-07,0.004669313502996219
2024-08-08,0.055630344368797574
2024-08-09,0.06294601386568104
2024-08-12,0.011275001287057518
2024-08-13,0.052285251347284484
2024-08-14,0.034082926271273774
2024-08-15,0.03161041497879474
2024-08-16,0.0019372471907917333
2024-08-19,0.015689367811269773
2024-08-20,-0.020867752951802907
2024-08-21,-0.005355070516503669
2024-08-22,-0.02959006248102501
2024-08-23,0.03648172180401005
2024-08-26,-0.004155226820144988
2024-08-27,0.011854341367579397
2024-08-28,-0.03432113170206593
2024-08-29,0.01574967353804324
2024-08-30,0.021006967567226448
2024-09-03,-0.09226448412689271
2024-09-04,-0.014583546410693963
2024-09-05,0.024398935687858746
2024-09-06,-0.049102108463370375
2024-09-09,0.039578976599499126
2024-09-10,0.014100992711261385
2024-09-11,0.03334894412325893
2024-09-12,0.008380405975230515
2024-09-13,0.003969390537143191
2024-09-16,-0.006010373349211197
2024-09-17,-0.011027563387976003
2024-09-18,0.0011767402029919652
2024-09-19,0.034252756840156946
2024-09-20,0.0011382440659392498
2024-09-23,-0.0030610558510219973
2024-09-24,0.0022874956096301537
2024-09-25,-0.006304923835073463
2024-09-26,0.0038066793261947495
2024-09-27,-0.026287342550853906
2024-09-30,0.012689290278340173
2024-10-01,-0.047154380359714296
2024-10-02,0.008567419559223435
2024-10-03,-0.022063473443679964
2024-10-04,0.02443285872221804
2024-10-07,-0.04889763881067385
2024-10-08,0.0277899609339937
2024-10-09,0.016787927071583605
2024-10-10,-0.006750935585516472
2024-10-11,0.0071802517310485085
2024-10-14,0.022887300305983585
2024-10-15,-0.024114368287341183
2024-10-16,0.005996727566189483
2024-10-17,0.009014203685778327
2024-10-18,0.014165086198933087
2024-10-21,-0.00025018874627012353
2024-10-22,0.0018647802898693606
2024-10-23,-0.03185924517442809
2024-10-24,0.010763319595914082
2024-10-25,-0.02136736209142761
2024-10-28,0.023656264593678346
2024-10-29,0.006855693215581878
2024-10-30,-0.017173016428647526
2024-10-31,-0.0516095673835414
2024-11-01,0.012167102040113117
2024-11-04,0.020009298155320623
2024-11-05,0.033378342746313
2024-11-06,0.06023916706931105
2024-11-07,0.024943522209818596
2024-11-08,0.004031905963636479
2024-11-11,0.00020519080957870123
2024-11-12,0.0010376048403932115
2024-11-13,0.01022907449354503
2024-11-14,-0.0021059887460019963
2024-11-15,-0.046601726605398186
2024-11-18,0.02061937723474403
2024-11-19,-0.013258997793312403
2024-11-20,-0.018029279747511052
2024-11-21,0.007318916465385274
2024-11-22,0.020582347388230185
2024-11-25,0.02120708724647927
2024-11-26,0.005669486885510696
2024-11-27,-0.0027128656965382933
2024-11-29,0.014208746459317457
2024-12-02,0.007388177912016568
2024-12-03,0.004060466677539011
2024-12-04,0.0036015777023144747
2024-12-05,-0.00279118189644188
2024-12-06,0.010385792487956725
2024-12-09,-0.01685474766086844
2024-12-10,0.0011788716097120605
2024-12-11,0.010951174773277127
2024-12-12,-0.0069339388158698514
2024-12-13,0.0018652285103607554
2024-12-16,-0.003357270161453139
2024-12-17,-0.01488731250554861
2024-12-18,-0.09151903574973433
2024-12-19,-0.04333162231212366
2024-12-20,0.07741830815486284
2024-12-23,0.04245949664974023
2024-12-24,0.029487979478286002
2024-12-26,-0.0031679826226418714
2024-12-27,-0.02841731943490807
2024-12-30,-0.01868899033513948
2024-12-31,-0.006611606150810816
2025-01-02,-0.012474570702984598
2025-01-03,0.03696814591214178
2025-01-06,0.007603199285784377
2025-01-07,-0.03720910474799106
2025-01-08,0.0008840368323429336
2025-01-10,-0.04261551465129137
2025-01-13,0.007550051419670726
2025-01-14,0.011873464522539762
2025-01-15,0.05110476629866229
2025-01-16,-0.0038611274929608664
2025-01-17,0.003496097843905233
2025-01-21,0.024865926043214543
2025-01-22,-1.295972944315854e-05
2025-01-23,0.01096933515417322
2025-01-24,-0.0012290506311350728
2025-01-27,-0.04987707204647768
2025-01-28,0.025651544991320982
2025-01-29,-0.0012564575615793172
2025-01-30,0.004441772276614706
2025-01-31,-0.018956482739796245
2025-02-03,-0.015751244736286647
2025-02-04,0.021241087166696596
2025-02-05,0.01433381595153533
2025-02-06,0.005047200401913317
2025-02-07,-0.021878146420570267
2025-02-10,0.018577252784328716
2025-02-11,-0.0008203382419300773
2025-02-12,-0.00036680189187996
2025-02-13,0.01614946793277159
2025-02-14,0.0021513725563957684
2025-02-18,0.0050106517011506615
2025-02-19,0.006679515853540862
2025-02-20,-0.004557594673982248
2025-02-21,-0.045488850812643075
2025-02-24,-0.009750307942423094
2025-02-25,-0.010409965716225222
2025-02-26,0.014259567949544102
2025-02-27,-0.04230463313143701
2025-02-28,0.015284917575544876
2025-03-03,-0.049947844883069345
2025-03-04,-0.015257018379169499
2025-03-05,0.027612471130785226
2025-03-06,-0.0671617095208752
2025-03-07,0.02821265999292251
2025-03-10,-0.06998622716413155
2025-03-11,-0.0063009451924876635
2025-03-12,0.03194864239743727
2025-03-13,-0.03006173001345163
2025-03-14,0.05513235814151543
2025-03-17,0.023084105937611326
2025-03-18,-0.020450021180217465
2025-03-19,0.022269468836673984
2025-03-20,0.0062334309599065395
2025-03-21,0.003215226620629577
2025-03-24,0.03678986973133923
2025-03-25,-0.001876614496393121
2025-03-26,-0.021702415715474134
2025-03-27,-0.0057821781866162145
2025-03-28,-0.05695054528593091
2025-03-31,0.0003860332179672307
2025-04-01,0.0031705602949727036
2025-04-02,0.017058828677381482
2025-04-03,-0.10431593597656609
2025-04-04,-0.10641835942244429
2025-04-07,0.0047965008685170235
2025-04-08,-0.08365741198071844
2025-04-09,0.16441010352899577
2025-04-10,-0.09724677208160605
2025-04-11,0.02270010769044105
2025-04-14,0.06314810330590222
2025-04-15,-0.001505056162111952
2025-04-16,-0.051991217278961804
2025-04-17,0.012781692318164568
2025-04-21,-0.048791085689660285
2025-04-22,0.049172141431453154
2025-04-23,0.029854317041806223
2025-04-24,0.03357001188918069
2025-04-25,0.025004821679615104
2025-04-28,-0.0030331277605179867
2025-04-29,0.008046939216320131
2025-04-30,-0.011968853284153699
2025-05-01,0.01560605151528414
2025-05-02,0.02680814678421712
2025-05-05,-0.011993139846851538
2025-05-06,-0.023811052042152885
2025-05-07,0.01657779031431151
2025-05-08,0.02363095282210736
2025-05-09,0.003533304349838094
2025-05-12,0.0855378049092323
2025-05-13,0.011288425568235012
2025-05-14,-0.008254631525251596
2025-05-15,0.009261319076716235
2025-05-16,0.00419894498691008
2025-05-19,-0.013010678627660529
